firstname,obs,pcthispanic,pctwhite,pctblack,pctapi,pctaian,pct2prace,
GRAHAM,272,0,97.426,1.838,0.368,0.368,0,
GRAIG,22,0,100,0,0,0,0,
GRANT,744,0.269,96.102,0.806,2.823,0,0,
GRAYDON,19,0,100,0,0,0,0,
GRAYSON,26,0,100,0,0,0,0,
GRAZYNA,46,2.174,95.652,2.174,0,0,0,
GREG,1551,1.354,94.907,1.483,2.063,0.064,0.129,
GREGG,819,0.366,97.558,0.855,1.221,0,0,
GREGGORY,40,0,87.5,10,2.5,0,0,
GREGORIA,33,69.697,15.152,3.03,12.121,0,0,
GREGORIO,159,76.73,8.805,0.629,13.836,0,0,
GREGORY,10488,1.068,93.965,3.871,0.896,0.086,0.114,
GRETA,184,1.087,82.609,11.957,3.804,0,0.543,
GRETCHEN,793,0.757,96.974,1.513,0.378,0.126,0.252,
GRICELDA,37,91.892,8.108,0,0,0,0,
GRIGOR,28,0,100,0,0,0,0,
GRIGORIY,19,0,100,0,0,0,0,
GRISELDA,114,86.842,7.895,1.754,3.509,0,0,
GROVER,61,3.279,80.328,16.393,0,0,0,
GRZEGORZ,69,0,100,0,0,0,0,
GUADALUPE,674,94.807,4.748,0,0.445,0,0,
GUAN,17,0,0,0,100,0,0,
GUANG,41,0,4.878,0,95.122,0,0,
GUDRUN,17,0,100,0,0,0,0,
GUIDO,61,18.033,81.967,0,0,0,0,
GUILLERMINA,116,93.103,6.897,0,0,0,0,
GUILLERMO,542,90.959,6.273,0,2.583,0,0.185,
GUNNAR,27,0,100,0,0,0,0,
GUNTHER,19,0,100,0,0,0,0,
GUO,73,1.37,0,0,98.63,0,0,
GURPREET,50,0,26,0,68,6,0,
GUS,110,13.636,80.909,3.636,1.818,0,0,
GUSTAV,15,0,100,0,0,0,0,
GUSTAVO,482,90.249,9.129,0.207,0.415,0,0,
GUY,884,1.018,93.439,2.828,2.262,0,0.452,
GWEN,376,1.064,92.287,3.191,2.926,0.266,0.266,
GWENDOLYN,622,1.125,54.18,43.087,1.125,0,0.482,
GWYN,31,0,96.774,0,3.226,0,0,
GWYNETH,15,0,100,0,0,0,0,
HA,99,0,6.061,0,91.919,0,2.02,
HABIB,40,0,70,7.5,20,0,2.5,
HAE,50,0,2,0,98,0,0,
HAI,215,0.465,1.395,0,98.14,0,0,
HAILEY,41,0,87.805,0,12.195,0,0,
HAIM,19,0,100,0,0,0,0,
HAKOP,17,0,100,0,0,0,0,
HAL,165,0.606,95.758,1.212,2.424,0,0,
HALEY,138,0.725,96.377,1.449,1.449,0,0,
HALINA,60,0,100,0,0,0,0,
HALLIE,68,0,97.059,2.941,0,0,0,
HAMID,131,0,74.809,1.527,23.664,0,0,
HAMILTON,31,9.677,64.516,9.677,16.129,0,0,
HAN,90,0,6.667,0,93.333,0,0,
HANA,34,2.941,73.529,2.941,20.588,0,0,
HANAN,33,0,90.909,0,9.091,0,0,
HANG,85,1.176,3.529,0,95.294,0,0,
HANH,83,0,0,0,100,0,0,
HANI,33,0,81.818,0,18.182,0,0,
HANK,42,0,78.571,0,21.429,0,0,
HANNA,100,2,67,8,23,0,0,
HANNAH,394,1.269,81.726,3.553,12.944,0.254,0.254,
HANNELORE,28,0,100,0,0,0,0,
HANS,307,2.28,92.834,0.651,3.583,0.326,0.326,
HANY,43,0,88.372,0,11.628,0,0,
HAO,148,0.676,0,0,99.324,0,0,
HARALD,35,8.571,88.571,0,2.857,0,0,
HARI,49,0,26.531,0,69.388,2.041,2.041,
HARINDER,36,5.556,19.444,2.778,69.444,2.778,0,
HARISH,50,0,16,0,82,0,2,
HARJINDER,50,0,20,0,80,0,0,
HARLAN,125,0.8,94.4,2.4,0.8,1.6,0,
HARLEY,123,1.626,93.496,3.252,1.626,0,0,
HARMONY,31,0,87.097,0,6.452,3.226,3.226,
HAROLD,2340,2.222,88.846,6.966,1.538,0.299,0.128,
HARPREET,63,0,23.81,0,74.603,1.587,0,
HARRIET,289,0.692,83.737,11.419,3.806,0,0.346,
HARRIETT,69,1.449,82.609,15.942,0,0,0,
HARRIS,94,3.191,79.787,2.128,12.766,1.064,1.064,
HARRISON,86,2.326,67.442,19.767,9.302,1.163,0,
HARRY,1839,1.849,88.309,4.84,4.568,0.272,0.163,
HARVEY,605,2.149,85.455,8.926,3.14,0,0.331,
HASAN,45,2.222,71.111,2.222,22.222,2.222,0,
HASMIK,21,0,100,0,0,0,0,
HASSAN,111,3.604,66.667,9.91,18.018,0,1.802,
HATTIE,65,1.538,35.385,60,1.538,1.538,0,
HAU,34,2.941,0,0,94.118,0,2.941,
HAYDEE,49,81.633,12.245,0,6.122,0,0,
HAYDEN,30,3.333,83.333,10,3.333,0,0,
HAYLEY,84,0,96.429,1.19,1.19,1.19,0,
HAZEL,283,1.767,67.491,20.848,7.774,0.353,1.767,
HEATH,240,0,97.5,1.25,0.417,0.417,0.417,
HEATHER,5801,0.896,97.397,0.896,0.517,0.138,0.155,
HECTOR,1110,92.703,5.495,0.45,1.351,0,0,
HEDY,31,6.452,77.419,3.226,12.903,0,0,
HEE,54,1.852,3.704,0,92.593,0,1.852,
HEIDE,44,2.273,95.455,0,0,0,2.273,
HEIDI,2183,0.87,97.16,0.366,1.466,0.137,0,
HEIKE,35,0,97.143,2.857,0,0,0,
HEINZ,47,4.255,91.489,2.128,2.128,0,0,
HELEN,2750,3.309,79.345,6.8,10.036,0.145,0.364,
HELENA,221,6.335,75.113,5.882,11.765,0.905,0,
HELENE,279,1.075,94.265,2.151,2.509,0,0,
HELGA,85,3.529,96.471,0,0,0,0,
HELMUT,32,0,100,0,0,0,0,
HEMA,32,0,15.625,0,81.25,3.125,0,
HEMANT,41,0,24.39,2.439,68.293,2.439,2.439,
HENDRIK,20,0,100,0,0,0,0,
HENG,40,2.5,2.5,0,95,0,0,
HENRI,45,4.444,71.111,13.333,11.111,0,0,
HENRIETTA,97,12.371,58.763,26.804,2.062,0,0,
HENRIK,37,0,94.595,2.703,2.703,0,0,
HENRY,2758,10.116,66.425,9.101,14.068,0.073,0.218,
HENRYK,28,0,100,0,0,0,0,
HERB,34,0,91.176,8.824,0,0,0,
HERBERT,929,3.229,82.131,11.302,2.691,0.538,0.108,
HERIBERTO,142,91.549,7.746,0,0.704,0,0,
HERLINDA,49,85.714,12.245,2.041,0,0,0,
HERMAN,410,10,56.098,23.171,10.732,0,0,
HERMELINDA,40,80,10,2.5,7.5,0,0,
HERMINIA,55,63.636,9.091,0,25.455,0,1.818,
HERMINIO,35,54.286,14.286,0,31.429,0,0,
HERNAN,70,85.714,14.286,0,0,0,0,
HERVE,30,3.333,83.333,10,3.333,0,0,
HETAL,34,0,11.765,0,88.235,0,0,
HIEN,115,0,1.739,0,98.261,0,0,
HIEP,62,1.613,1.613,0,96.774,0,0,
HIEU,77,1.299,2.597,0,96.104,0,0,
HILARIO,64,85.938,1.563,0,12.5,0,0,
HILARY,280,0,98.214,0.357,0.714,0.357,0.357,
HILDA,380,53.158,40,3.947,2.368,0,0.526,
HILLARY,198,1.01,96.97,0.505,1.01,0.505,0,
HIMANSHU,30,0,13.333,0,86.667,0,0,
HINA,38,0,15.789,0,81.579,2.632,0,
HING,18,0,0,0,100,0,0,
HIPOLITO,48,89.583,4.167,0,6.25,0,0,
HIRAM,62,41.935,46.774,4.839,6.452,0,0,
HIROKO,30,0,13.333,0,86.667,0,0,
HISHAM,30,3.333,83.333,0,13.333,0,0,
HITESH,33,0,18.182,0,81.818,0,0,
HO,78,0,0,0,98.718,0,1.282,
HOA,171,0.585,0.585,0,98.83,0,0,
HOAI,19,0,0,0,100,0,0,
HOAN,31,0,9.677,0,90.323,0,0,
HOANG,153,0.654,1.307,0,98.039,0,0,
HOI,29,0,0,0,100,0,0,
HOLLEY,33,0,100,0,0,0,0,
HOLLI,76,0,98.684,1.316,0,0,0,
HOLLIE,127,0,96.063,3.937,0,0,0,
HOLLIS,75,2.667,84,12,1.333,0,0,
HOLLY,2368,0.591,97.382,0.507,1.394,0.042,0.084,
HOMER,126,7.143,79.365,7.937,5.556,0,0,
HOMERO,31,93.548,3.226,3.226,0,0,0,
HONG,398,0.503,1.508,0,97.739,0,0.251,
HOPE,296,5.743,83.446,9.797,1.014,0,0,
HORACE,155,1.29,54.194,41.935,1.935,0,0.645,
HORACIO,87,87.356,10.345,1.149,1.149,0,0,
HORST,23,0,100,0,0,0,0,
HORTENCIA,66,93.939,6.061,0,0,0,0,
HOSSEIN,52,0,90.385,0,7.692,1.923,0,
HOUSTON,35,2.857,77.143,20,0,0,0,
HOWARD,2259,0.575,89.154,5.755,4.338,0.089,0.089,
HOYT,37,2.703,91.892,2.703,2.703,0,0,
HSIU,19,0,0,0,100,0,0,
HUA,101,0,0,0,100,0,0,
HUAN,75,0,1.333,1.333,97.333,0,0,
HUBERT,191,1.571,74.869,14.66,8.377,0.524,0,
HUE,54,0,3.704,0,96.296,0,0,
HUEY,37,0,29.73,18.919,51.351,0,0,
HUGH,596,0.168,92.953,4.698,1.846,0,0.336,
HUGO,376,81.383,17.021,0,1.596,0,0,
HUI,181,0.552,0.552,0,98.895,0,0,
HUMBERTO,313,92.971,5.431,0.958,0.639,0,0,
HUN,15,0,0,0,100,0,0,
HUNG,419,0.477,0.716,0.239,98.091,0,0.477,
HUNTER,120,1.667,98.333,0,0,0,0,
HUONG,125,0.8,0.8,0,98.4,0,0,
HUSSEIN,49,0,69.388,14.286,16.327,0,0,
HUY,110,0,0.909,0,99.091,0,0,
HUYEN,34,0,0,0,100,0,0,
HWA,30,0,0,0,100,0,0,
HYE,53,0,11.321,0,88.679,0,0,
HYO,34,0,2.941,0,97.059,0,0,
HYUN,119,0.84,2.521,0,95.798,0.84,0,
HYUNG,39,0,5.128,0,94.872,0,0,
IAIN,47,0,100,0,0,0,0,
IAN,1156,0.779,93.166,2.855,2.855,0,0.346,
IBRAHIM,83,1.205,65.06,13.253,19.277,1.205,0,
IDA,273,13.187,64.103,15.018,6.593,0.733,0.366,
IDALIA,32,78.125,18.75,0,3.125,0,0,
IGNACIO,332,90.06,7.229,0,2.711,0,0,
IGOR,291,2.062,96.907,0,1.031,0,0,
IHOR,19,0,100,0,0,0,0,
ILA,80,0,85,0,12.5,1.25,1.25,
ILAN,36,0,100,0,0,0,0,
ILANA,53,1.887,96.226,0,1.887,0,0,
ILEANA,69,63.768,36.232,0,0,0,0,
ILENE,157,1.274,95.541,1.274,1.274,0,0.637,
ILIANA,45,80,20,0,0,0,0,
ILIAS,15,0,100,0,0,0,0,
ILONA,74,4.054,93.243,2.703,0,0,0,
ILYA,67,1.493,98.507,0,0,0,0,
IMAD,38,0,76.316,0,23.684,0,0,
IMELDA,181,49.724,16.022,2.21,31.492,0.552,0,
IMOGENE,38,5.263,71.053,21.053,2.632,0,0,
IMRAN,54,0,37.037,3.704,59.259,0,0,
IN,70,0,2.857,0,97.143,0,0,
INA,105,1.905,80,13.333,4.762,0,0,
INDERJIT,43,0,18.605,0,76.744,4.651,0,
INDIA,30,6.667,53.333,40,0,0,0,
INDIRA,53,9.434,26.415,3.774,54.717,5.66,0,
INES,83,57.831,33.735,3.614,4.819,0,0,
INEZ,100,19,46,30,4,0,1,
INGA,47,0,89.362,4.255,2.128,2.128,2.128,
INGE,49,0,93.878,2.041,4.082,0,0,
INGEBORG,47,2.128,97.872,0,0,0,0,
INGRID,391,13.043,73.657,8.951,3.581,0,0.767,
INNA,102,0,99.02,0,0.98,0,0,
IOAN,60,0,100,0,0,0,0,
IOANA,24,0,100,0,0,0,0,
IOANNIS,33,3.03,96.97,0,0,0,0,
IQBAL,35,0,28.571,0,68.571,2.857,0,
IRA,341,0.88,88.27,9.677,0.88,0.293,0,
IRENA,73,1.37,97.26,0,1.37,0,0,
IRENE,1365,16.85,71.136,3.81,7.985,0.073,0.147,
IRINA,312,2.244,95.833,0,1.923,0,0,
IRIS,369,27.371,53.388,10.569,7.588,0.542,0.542,
IRMA,601,73.71,20.3,3.827,2.163,0,0,
IRVIN,111,4.505,71.171,22.523,1.802,0,0,
IRVING,112,16.964,66.071,12.5,2.679,1.786,0,
IRWIN,103,0,84.466,3.883,11.65,0,0,
IRYNA,38,0,100,0,0,0,0,
ISAAC,438,25.114,52.283,16.21,5.708,0.457,0.228,
ISABEL,431,60.557,33.875,0.696,4.64,0.232,0,
ISABELLA,66,10.606,74.242,3.03,10.606,1.515,0,
ISABELLE,91,3.297,87.912,4.396,4.396,0,0,
ISAIAH,55,9.091,40,49.091,1.818,0,0,
ISAIAS,67,92.537,4.478,1.493,1.493,0,0,
ISELA,37,91.892,5.405,0,2.703,0,0,
ISIDRO,156,89.744,5.769,0,4.487,0,0,
ISMAEL,299,88.294,8.027,0,3.679,0,0,
ISMAIL,39,0,58.974,17.949,23.077,0,0,
ISRAEL,283,72.438,22.968,2.827,1.413,0.353,0,
ISSA,30,0,83.333,0,13.333,3.333,0,
ISSAC,31,35.484,38.71,22.581,0,3.226,0,
IVA,53,1.887,94.34,3.774,0,0,0,
IVAN,714,28.151,60.364,4.902,6.583,0,0,
IVANA,34,2.941,79.412,5.882,11.765,0,0,
IVETTE,66,57.576,37.879,3.03,1.515,0,0,
IVONNE,60,55,40,1.667,1.667,0,1.667,
IVORY,30,0,13.333,83.333,3.333,0,0,
IVY,154,6.494,50.649,14.935,26.623,0,1.299,
IWONA,44,2.273,97.727,0,0,0,0,
JACALYN,75,0,93.333,6.667,0,0,0,
JACE,35,0,97.143,0,2.857,0,0,
JACEK,71,1.408,97.183,0,0,1.408,0,
JACINTA,32,31.25,18.75,34.375,15.625,0,0,
JACINTO,38,63.158,15.789,0,21.053,0,0,
JACK,3253,1.045,93.298,0.984,4.211,0.215,0.246,
JACKI,44,2.273,97.727,0,0,0,0,
JACKIE,830,1.928,87.711,4.819,4.578,0.482,0.482,
JACKLYN,93,3.226,87.097,4.301,4.301,0,1.075,
JACKSON,156,3.205,66.026,11.538,19.231,0,0,
JACKY,38,0,52.632,2.632,44.737,0,0,
JACLYN,352,1.136,95.739,0.852,1.705,0.568,0,
JACOB,1962,3.007,91.845,1.631,3.211,0.153,0.153,
JACQUE,59,3.39,91.525,5.085,0,0,0,
JACQUELIN,44,9.091,79.545,9.091,0,2.273,0,
JACQUELINE,3709,5.635,80.318,11.863,1.833,0.135,0.216,
JACQUELYN,695,2.014,86.331,10.791,0.719,0.144,0,
JACQUELYNN,37,2.703,94.595,0,2.703,0,0,
JACQUES,149,4.027,72.483,21.477,2.013,0,0,
JACY,15,0,100,0,0,0,0,
JADA,30,0,76.667,23.333,0,0,0,
JADE,93,2.151,78.495,4.301,15.054,0,0,
JADWIGA,38,0,100,0,0,0,0,
JAE,165,0,11.515,0.606,87.879,0,0,
JAGDISH,41,0,26.829,0,73.171,0,0,
JAI,44,0,34.091,2.273,63.636,0,0,
JAIME,1561,49.327,44.971,0.448,4.933,0.128,0.192,
JAIMEE,32,3.125,84.375,3.125,9.375,0,0,
JAIMIE,77,3.896,90.909,3.896,1.299,0,0,
JAIRO,64,96.875,3.125,0,0,0,0,
JAKE,179,2.793,88.827,2.793,5.587,0,0,
JAMAL,97,3.093,49.485,27.835,18.557,0,1.031,
JAMEE,27,0,100,0,0,0,0,
JAMES,45722,1,94.016,3.279,1.472,0.116,0.118,
JAMEY,80,1.25,97.5,0,1.25,0,0,
JAMI,217,0.461,97.696,1.382,0.461,0,0,
JAMIE,2982,2.012,94.467,1.576,1.643,0.168,0.134,
JAMIL,36,2.778,55.556,19.444,22.222,0,0,
JAMILA,42,0,35.714,52.381,11.905,0,0,
JAMISON,62,1.613,96.774,0,1.613,0,0,
JAN,1337,0.374,97.008,0.598,1.795,0.075,0.15,
JANA,666,1.652,96.096,1.351,0.15,0.601,0.15,
JANAE,46,2.174,93.478,2.174,2.174,0,0,
JANE,3863,0.88,93.968,0.984,3.779,0.181,0.207,
JANEEN,91,2.198,89.011,7.692,1.099,0,0,
JANEL,140,2.143,91.429,5,1.429,0,0,
JANELL,150,2,90,7.333,0.667,0,0,
JANELLE,461,2.386,91.974,3.688,1.735,0.217,0,
JANENE,57,0,94.737,1.754,1.754,1.754,0,
JANET,6368,2.041,93.153,2.575,1.963,0.126,0.141,
JANETTE,323,9.598,83.282,3.096,4.025,0,0,
JANEY,32,0,93.75,3.125,3.125,0,0,
JANI,16,0,100,0,0,0,0,
JANICE,4085,1.077,90.845,6.022,1.714,0.171,0.171,
JANIE,289,8.997,74.394,10.727,4.844,1.038,0,
JANINA,65,6.154,89.231,0,4.615,0,0,
JANINE,548,0.912,94.343,3.285,1.277,0,0.182,
JANIS,631,0.634,93.661,2.853,2.694,0,0.158,
JANN,43,0,90.698,4.651,4.651,0,0,
JANNA,196,0.51,95.408,1.02,1.02,0.51,1.531,
JANNETTE,36,27.778,61.111,8.333,2.778,0,0,
JANUSZ,53,0,100,0,0,0,0,
JAQUELINE,49,24.49,67.347,6.122,2.041,0,0,
JARED,1200,1.167,96.25,1.083,0.667,0.25,0.583,
JARETT,16,0,100,0,0,0,0,
JAROD,52,0,100,0,0,0,0,
JAROSLAW,56,0,100,0,0,0,0,
JARRED,49,0,93.878,6.122,0,0,0,
JARRETT,97,2.062,85.567,12.371,0,0,0,
JARROD,194,1.031,94.845,2.062,1.546,0.515,0,
JARVIS,43,0,46.512,51.163,2.326,0,0,
JASBIR,36,2.778,13.889,0,77.778,5.556,0,
JASEN,35,2.857,94.286,0,2.857,0,0,
JASMIN,70,15.714,55.714,5.714,22.857,0,0,
JASMINE,148,10.811,44.595,22.297,21.622,0,0.676,
JASON,11815,1.667,93.542,1.574,2.861,0.161,0.195,
JASPER,58,1.724,68.966,22.414,6.897,0,0,
JASWINDER,61,0,13.115,1.639,78.689,6.557,0,
JATINDER,40,0,27.5,0,70,2.5,0,
JAVIER,1001,94.505,4.895,0,0.5,0.1,0,
JAY,2625,1.41,91.962,0.838,5.219,0.267,0.305,
JAYANT,32,0,28.125,0,65.625,3.125,3.125,
JAYE,39,0,92.308,5.128,2.564,0,0,
JAYESH,44,0,9.091,0,84.091,4.545,2.273,
JAYME,128,2.344,96.094,1.563,0,0,0,
JAYNE,423,1.182,95.508,0.473,2.128,0,0.709,
JAYSON,178,2.809,85.393,1.685,9.551,0.562,0,
JEAN,3687,1.492,87.361,7.567,3.228,0.163,0.19,
JEANA,62,3.226,93.548,0,3.226,0,0,
JEANETTE,1151,5.908,83.406,8.688,1.651,0.261,0.087,
JEANIE,142,2.113,92.254,1.408,3.521,0,0.704,
JEANINE,371,0.27,93.531,5.391,0.539,0,0.27,
JEANMARIE,61,0,95.082,3.279,1.639,0,0,
JEANNA,88,2.273,94.318,2.273,1.136,0,0,
JEANNE,1938,0.568,96.388,0.98,1.909,0.155,0,
JEANNETTE,427,9.368,84.075,4.45,1.874,0.234,0,
JEANNIE,393,4.58,82.952,1.272,10.941,0,0.254,
JEANNINE,302,0,97.351,1.987,0.662,0,0,
JEB,24,0,100,0,0,0,0,
JED,124,0,100,0,0,0,0,
JEDIDIAH,34,0,94.118,2.941,2.941,0,0,
JEE,16,0,0,0,100,0,0,
JEFF,1924,0.884,95.218,0.572,3.067,0.156,0.104,
JEFFEREY,38,0,89.474,5.263,5.263,0,0,
JEFFERSON,164,1.829,82.317,5.488,9.756,0,0.61,
JEFFERY,1981,0.606,94.346,3.584,1.212,0.202,0.05,
JEFFREY,18401,0.69,96.739,1.022,1.315,0.109,0.125,
JEFFRY,239,0.837,94.979,0,2.51,1.255,0.418,
JELENA,28,0,100,0,0,0,0,
JENA,77,1.299,89.61,5.195,3.896,0,0,
JENELL,31,3.226,74.194,22.581,0,0,0,
JENELLE,52,5.769,84.615,9.615,0,0,0,
JENIFER,274,1.095,97.08,1.46,0,0.365,0,
JENINE,40,0,97.5,2.5,0,0,0,
JENNA,360,1.944,95.833,0.833,1.389,0,0,
JENNI,47,8.511,87.234,0,4.255,0,0,
JENNIE,433,6.697,79.908,2.54,9.931,0.462,0.462,
JENNIFER,19356,1.943,94.436,1.199,2.216,0.072,0.134,
JENNINE,16,0,100,0,0,0,0,
JENNY,1020,7.255,69.216,0.686,22.549,0,0.294,
JENS,59,0,100,0,0,0,0,
JEONG,53,0,0,0,100,0,0,
JERAD,31,0,96.774,3.226,0,0,0,
JERALD,287,0.697,95.819,2.787,0.348,0,0.348,
JERE,59,0,98.305,0,1.695,0,0,
JEREMIAH,496,1.815,92.339,4.032,1.411,0,0.403,
JEREMY,3584,1.451,96.596,1.116,0.642,0.084,0.112,
JERI,321,1.869,94.704,1.558,1.558,0.312,0,
JERILYN,65,0,100,0,0,0,0,
JERMAINE,69,4.348,5.797,88.406,1.449,0,0,
JEROD,43,4.651,95.349,0,0,0,0,
JEROLD,85,1.176,97.647,0,1.176,0,0,
JEROME,1220,1.557,82.295,12.541,3.279,0.082,0.246,
JEROMY,26,0,100,0,0,0,0,
JERRE,18,0,100,0,0,0,0,
JERRI,137,0.73,89.781,7.299,2.19,0,0,
JERRIE,32,3.125,93.75,0,3.125,0,0,
JERROD,61,0,93.443,6.557,0,0,0,
JERROLD,113,0,98.23,0.885,0.885,0,0,
JERRY,4262,2.44,89.465,4.505,3.332,0.164,0.094,
JERZY,76,0,100,0,0,0,0,
JESS,184,10.326,85.326,0.543,3.804,0,0,
JESSE,1975,12.203,79.089,6.177,2.228,0.152,0.152,
JESSICA,5451,7.375,88.901,1.413,1.981,0.11,0.22,
JESSIE,445,9.663,61.798,17.079,11.011,0.225,0.225,
JESSY,38,13.158,31.579,0,55.263,0,0,
JESUS,1870,93.155,3.904,0,2.781,0.16,0,
JEWEL,100,1,67,27,3,1,1,
JEWELL,67,0,80.597,19.403,0,0,0,
JI,71,0,2.817,0,97.183,0,0,
JIA,78,0,2.564,0,97.436,0,0,
JIAN,267,0,0.375,0,99.625,0,0,
JIANGUO,15,0,0,0,100,0,0,
JIANHUA,16,0,0,0,100,0,0,
JIANWEI,15,0,0,0,100,0,0,
JIE,154,0,2.597,0,97.403,0,0,
JIGNESH,39,0,15.385,0,84.615,0,0,
JILL,4229,0.52,98.156,0.544,0.591,0.095,0.095,
JILLIAN,324,1.235,95.679,1.543,1.543,0,0,
JIM,814,4.054,82.31,1.843,11.548,0.246,0,
JIMMIE,406,2.217,78.818,17.488,1.232,0,0.246,
JIMMY,1352,8.21,67.456,6.879,16.79,0.518,0.148,
JIN,275,0.727,4,0,95.273,0,0,
JING,198,1.01,3.03,0,95.96,0,0,
JITENDRA,40,0,12.5,0,87.5,0,0,
JO,486,1.44,93.827,2.675,1.44,0.412,0.206,
JOAN,4057,0.887,94.405,3.204,1.232,0.099,0.173,
JOANI,15,0,100,0,0,0,0,
JOANIE,56,0,96.429,0,3.571,0,0,
JOANN,1852,2.916,89.849,4.698,1.998,0.216,0.324,
JOANNA,981,5.403,86.85,1.835,5.708,0.102,0.102,
JOANNE,2914,1.922,92.862,1.784,3.329,0,0.103,
JOAO,112,20.536,70.536,7.143,1.786,0,0,
JOAQUIM,33,9.091,87.879,0,3.03,0,0,
JOAQUIN,218,85.321,9.174,0.459,4.128,0.917,0,
JOCELYN,349,3.438,62.751,10.888,22.35,0,0.573,
JODEE,31,0,96.774,0,3.226,0,0,
JODELL,17,0,100,0,0,0,0,
JODI,1314,0.761,97.108,0.304,1.522,0.152,0.152,
JODIE,358,0.279,96.927,0.838,1.955,0,0,
JODY,1055,0.853,97.441,0.664,0.664,0.284,0.095,
JOE,1804,18.57,69.013,6.874,5.155,0.222,0.166,
JOEL,2947,11.435,84.459,1.934,2.002,0.102,0.068,
JOELLE,120,1.667,91.667,6.667,0,0,0,
JOELLEN,115,0,99.13,0.87,0,0,0,
JOERG,23,0,100,0,0,0,0,
JOETTA,31,9.677,80.645,6.452,3.226,0,0,
JOETTE,22,0,100,0,0,0,0,
JOEY,295,8.136,77.627,2.373,11.864,0,0,
JOHAN,61,8.197,85.246,0,6.557,0,0,
JOHANN,46,6.522,78.261,6.522,8.696,0,0,
JOHANNA,364,9.066,83.791,2.473,4.121,0.275,0.275,
JOHANNES,93,1.075,91.398,0,7.527,0,0,
JOHN,51696,1.729,94.384,1.729,1.932,0.124,0.101,
JOHNA,18,0,100,0,0,0,0,
JOHNATHAN,182,3.297,81.868,9.341,5.495,0,0,
JOHNATHON,46,2.174,91.304,0,6.522,0,0,
JOHNIE,38,0,68.421,26.316,5.263,0,0,
JOHNNA,72,0,95.833,4.167,0,0,0,
JOHNNIE,304,3.289,59.211,36.184,0.329,0.658,0.329,
JOHNNY,1088,13.051,60.386,13.603,12.224,0.551,0.184,
JOHNPAUL,15,0,100,0,0,0,0,
JOHNSON,78,1.282,19.231,12.821,66.667,0,0,
JOI,32,3.125,71.875,25,0,0,0,
JOLANTA,66,0,98.485,0,1.515,0,0,
JOLEEN,55,0,98.182,1.818,0,0,0,
JOLENE,283,2.12,93.993,1.413,2.12,0.353,0,
JOLIE,69,1.449,89.855,4.348,4.348,0,0,
JOLINE,15,0,100,0,0,0,0,
JOLYN,24,0,100,0,0,0,0,
JOLYNN,59,1.695,98.305,0,0,0,0,
JON,2888,1.004,96.157,0.727,1.904,0.139,0.069,
JONAH,57,1.754,94.737,0,3.509,0,0,
JONAS,98,4.082,78.571,9.184,8.163,0,0,
JONATHAN,6381,2.492,91.835,1.912,3.51,0.078,0.172,
JONATHON,255,2.353,95.686,0.784,1.176,0,0,
JONELLE,32,3.125,96.875,0,0,0,0,
JONG,110,0,0.909,0.909,98.182,0,0,
JONI,381,1.05,94.226,2.1,2.625,0,0,
JONNA,63,1.587,93.651,1.587,3.175,0,0,
JOO,37,0,0,0,100,0,0,
JOON,47,0,2.128,0,95.745,0,2.128,
JORDAN,708,1.271,96.751,0.706,0.989,0.141,0.141,
JORGE,1955,90.026,8.696,0.153,1.125,0,0,
JORY,23,0,100,0,0,0,0,
JOSE,8642,89.829,7.244,0.289,2.534,0.081,0.023,
JOSEF,100,0,96,1,3,0,0,
JOSEFA,40,70,15,0,15,0,0,
JOSEFINA,285,74.386,8.772,0.351,16.14,0,0.351,
JOSELITO,50,30,8,0,62,0,0,
JOSEPH,22172,2.936,92.139,2.553,2.12,0.144,0.108,
JOSEPHINE,875,11.429,69.486,8.686,9.829,0.457,0.114,
JOSETTE,46,4.348,56.522,34.783,4.348,0,0,
JOSH,400,1.5,96.75,1,0.5,0.25,0,
JOSHUA,5283,2.063,95.722,0.909,1.098,0.133,0.076,
JOSIAH,72,2.778,83.333,9.722,2.778,1.389,0,
JOSIE,117,23.077,57.265,12.821,5.983,0,0.855,
JOSLYN,30,0,86.667,10,3.333,0,0,
JOSUE,102,88.235,3.922,4.902,2.941,0,0,
JOVITA,50,60,16,4,20,0,0,
JOY,1362,1.322,86.564,6.241,5.727,0,0.147,
JOYCE,3388,0.974,85.596,9.534,3.689,0.177,0.03,
JOYCELYN,36,5.556,52.778,30.556,5.556,5.556,0,
JOZEF,81,2.469,97.531,0,0,0,0,
JUAN,4019,93.406,4.528,0.523,1.518,0.025,0,
JUANA,382,86.387,10.733,1.571,1.309,0,0,
JUANITA,646,21.827,54.954,19.659,2.477,0.31,0.774,
JUANITO,31,19.355,3.226,0,77.419,0,0,
JUDAH,22,0,100,0,0,0,0,
JUDD,65,1.538,98.462,0,0,0,0,
JUDE,90,7.778,73.333,12.222,6.667,0,0,
JUDI,135,0,98.519,0.741,0.741,0,0,
JUDIE,41,2.439,82.927,9.756,4.878,0,0,
JUDITH,5763,2.603,94.76,1.544,0.746,0.174,0.174,
JUDSON,78,1.282,97.436,1.282,0,0,0,
JUDY,3320,1.867,90.572,2.651,4.699,0.09,0.12,
JUERGEN,32,0,100,0,0,0,0,
JULEE,46,2.174,97.826,0,0,0,0,
JULENE,32,0,90.625,9.375,0,0,0,
JULES,56,0,89.286,5.357,5.357,0,0,
